timestamp_ms,timestamp_iso,angleID,angle_deg
1778083362271,2026-05-06T16:02:42.271Z,left_knee,18.65
1778083362292,2026-05-06T16:02:42.292Z,left_knee,18.13
1778083362312,2026-05-06T16:02:42.312Z,left_knee,16.69
1778083362333,2026-05-06T16:02:42.333Z,left_knee,17.4
1778083362354,2026-05-06T16:02:42.354Z,left_knee,16.75
1778083362374,2026-05-06T16:02:42.374Z,left_knee,17.24
1778083362394,2026-05-06T16:02:42.394Z,left_knee,13.59
1778083362414,2026-05-06T16:02:42.414Z,left_knee,13.59
1778083362435,2026-05-06T16:02:42.435Z,left_knee,13.08
1778083362455,2026-05-06T16:02:42.455Z,left_knee,13.9
1778083362476,2026-05-06T16:02:42.476Z,left_knee,11.38
1778083362496,2026-05-06T16:02:42.496Z,left_knee,8.6
1778083362517,2026-05-06T16:02:42.517Z,left_knee,8.42
1778083362537,2026-05-06T16:02:42.537Z,left_knee,6.9
1778083362558,2026-05-06T16:02:42.558Z,left_knee,6.95
1778083362578,2026-05-06T16:02:42.578Z,left_knee,6.8
1778083362599,2026-05-06T16:02:42.599Z,left_knee,4.3
1778083362619,2026-05-06T16:02:42.619Z,left_knee,3.66
1778083362640,2026-05-06T16:02:42.640Z,left_knee,3.12
1778083362660,2026-05-06T16:02:42.660Z,left_knee,0.87
1778083362681,2026-05-06T16:02:42.681Z,left_knee,0.06
1778083362701,2026-05-06T16:02:42.701Z,left_knee,0.46
1778083362722,2026-05-06T16:02:42.722Z,left_knee,2.51
1778083362742,2026-05-06T16:02:42.742Z,left_knee,2.53
1778083362762,2026-05-06T16:02:42.762Z,left_knee,3.97
1778083362782,2026-05-06T16:02:42.782Z,left_knee,5.59
1778083362803,2026-05-06T16:02:42.803Z,left_knee,6.17
1778083362823,2026-05-06T16:02:42.823Z,left_knee,7.8
1778083362844,2026-05-06T16:02:42.844Z,left_knee,11.18
1778083362865,2026-05-06T16:02:42.865Z,left_knee,8.82
1778083362886,2026-05-06T16:02:42.886Z,left_knee,11.31
1778083362906,2026-05-06T16:02:42.906Z,left_knee,12.68
1778083362926,2026-05-06T16:02:42.926Z,left_knee,13.71
1778083362947,2026-05-06T16:02:42.947Z,left_knee,13.59
1778083362967,2026-05-06T16:02:42.967Z,left_knee,13.69
1778083362988,2026-05-06T16:02:42.988Z,left_knee,15.23
1778083363008,2026-05-06T16:02:43.008Z,left_knee,16.84
1778083363029,2026-05-06T16:02:43.029Z,left_knee,15.86
1778083363050,2026-05-06T16:02:43.050Z,left_knee,17.92
1778083363070,2026-05-06T16:02:43.070Z,left_knee,19.8
