timestamp_ms,timestamp_iso,angleID,angle_deg
1778223615908,2026-05-08T07:00:15.908Z,left_knee,5.31
1778223615929,2026-05-08T07:00:15.929Z,left_knee,1.48
1778223615949,2026-05-08T07:00:15.949Z,left_knee,8.79
1778223615969,2026-05-08T07:00:15.969Z,left_knee,15.42
1778223615990,2026-05-08T07:00:15.990Z,left_knee,24.21
1778223616010,2026-05-08T07:00:16.010Z,left_knee,31.44
1778223616030,2026-05-08T07:00:16.030Z,left_knee,36.86
1778223616051,2026-05-08T07:00:16.051Z,left_knee,44.92
1778223616071,2026-05-08T07:00:16.071Z,left_knee,50.46
1778223616091,2026-05-08T07:00:16.091Z,left_knee,57.76
1778223616112,2026-05-08T07:00:16.112Z,left_knee,62.7
1778223616132,2026-05-08T07:00:16.132Z,left_knee,68.03
1778223616152,2026-05-08T07:00:16.152Z,left_knee,75.66
1778223616173,2026-05-08T07:00:16.173Z,left_knee,76.39
1778223616193,2026-05-08T07:00:16.193Z,left_knee,84.44
1778223616214,2026-05-08T07:00:16.214Z,left_knee,88.48
1778223616234,2026-05-08T07:00:16.234Z,left_knee,93.15
1778223616254,2026-05-08T07:00:16.254Z,left_knee,96.25
1778223616275,2026-05-08T07:00:16.275Z,left_knee,98.86
1778223616295,2026-05-08T07:00:16.295Z,left_knee,102.21
1778223616316,2026-05-08T07:00:16.316Z,left_knee,102.57
1778223616336,2026-05-08T07:00:16.336Z,left_knee,104.85
1778223616357,2026-05-08T07:00:16.357Z,left_knee,108.59
1778223616377,2026-05-08T07:00:16.377Z,left_knee,110.74
1778223616397,2026-05-08T07:00:16.397Z,left_knee,109.81
1778223616418,2026-05-08T07:00:16.418Z,left_knee,109.92
1778223616438,2026-05-08T07:00:16.438Z,left_knee,108.55
1778223616458,2026-05-08T07:00:16.458Z,left_knee,110.15
1778223616479,2026-05-08T07:00:16.479Z,left_knee,107.14
1778223616499,2026-05-08T07:00:16.499Z,left_knee,106.81
1778223616520,2026-05-08T07:00:16.520Z,left_knee,103.93
1778223616540,2026-05-08T07:00:16.540Z,left_knee,102.24
1778223616560,2026-05-08T07:00:16.560Z,left_knee,100.38
1778223616581,2026-05-08T07:00:16.581Z,left_knee,98.75
1778223616601,2026-05-08T07:00:16.601Z,left_knee,92.42
1778223616621,2026-05-08T07:00:16.621Z,left_knee,89.52
1778223616642,2026-05-08T07:00:16.642Z,left_knee,85.83
1778223616662,2026-05-08T07:00:16.662Z,left_knee,83.19
1778223616682,2026-05-08T07:00:16.682Z,left_knee,77.16
1778223616702,2026-05-08T07:00:16.702Z,left_knee,71.73
1778223616723,2026-05-08T07:00:16.723Z,left_knee,64.56
1778223616743,2026-05-08T07:00:16.743Z,left_knee,60.81
1778223616764,2026-05-08T07:00:16.764Z,left_knee,53.11
1778223616784,2026-05-08T07:00:16.784Z,left_knee,47.61
1778223616805,2026-05-08T07:00:16.805Z,left_knee,40.31
1778223616825,2026-05-08T07:00:16.825Z,left_knee,33.53
1778223616845,2026-05-08T07:00:16.845Z,left_knee,28.0
1778223616866,2026-05-08T07:00:16.866Z,left_knee,19.85
1778223616886,2026-05-08T07:00:16.886Z,left_knee,12.51
1778223616907,2026-05-08T07:00:16.907Z,left_knee,7.22
1778223616927,2026-05-08T07:00:16.927Z,left_knee,0.28
1778223616948,2026-05-08T07:00:16.948Z,left_knee,8.26
1778223616968,2026-05-08T07:00:16.968Z,left_knee,15.55
1778223616988,2026-05-08T07:00:16.988Z,left_knee,23.82
1778223617009,2026-05-08T07:00:17.009Z,left_knee,30.16
1778223617029,2026-05-08T07:00:17.029Z,left_knee,38.38
1778223617049,2026-05-08T07:00:17.049Z,left_knee,43.19
1778223617069,2026-05-08T07:00:17.069Z,left_knee,49.41
1778223617090,2026-05-08T07:00:17.090Z,left_knee,56.81
1778223617110,2026-05-08T07:00:17.110Z,left_knee,62.01
1778223617130,2026-05-08T07:00:17.130Z,left_knee,67.95
1778223617151,2026-05-08T07:00:17.151Z,left_knee,73.27
1778223617172,2026-05-08T07:00:17.172Z,left_knee,78.68
1778223617192,2026-05-08T07:00:17.192Z,left_knee,84.12
