timestamp_ms,timestamp_iso,angleID,angle_deg
1778224319140,2026-05-08T07:11:59.140Z,left_knee,12.59
1778224319162,2026-05-08T07:11:59.162Z,left_knee,20.06
1778224319182,2026-05-08T07:11:59.182Z,left_knee,25.91
1778224319202,2026-05-08T07:11:59.202Z,left_knee,33.11
1778224319222,2026-05-08T07:11:59.222Z,left_knee,36.76
1778224319243,2026-05-08T07:11:59.243Z,left_knee,43.06
1778224319264,2026-05-08T07:11:59.264Z,left_knee,49.75
1778224319284,2026-05-08T07:11:59.284Z,left_knee,55.0
1778224319304,2026-05-08T07:11:59.304Z,left_knee,58.93
1778224319325,2026-05-08T07:11:59.325Z,left_knee,64.84
1778224319346,2026-05-08T07:11:59.346Z,left_knee,68.01
1778224319366,2026-05-08T07:11:59.366Z,left_knee,73.16
1778224319387,2026-05-08T07:11:59.387Z,left_knee,76.7
1778224319407,2026-05-08T07:11:59.407Z,left_knee,81.7
1778224319428,2026-05-08T07:11:59.428Z,left_knee,85.71
1778224319449,2026-05-08T07:11:59.449Z,left_knee,88.46
1778224319469,2026-05-08T07:11:59.469Z,left_knee,90.45
1778224319490,2026-05-08T07:11:59.490Z,left_knee,93.39
1778224319510,2026-05-08T07:11:59.510Z,left_knee,95.63
1778224319530,2026-05-08T07:11:59.530Z,left_knee,95.79
1778224319551,2026-05-08T07:11:59.551Z,left_knee,96.72
1778224319571,2026-05-08T07:11:59.571Z,left_knee,98.32
1778224319591,2026-05-08T07:11:59.591Z,left_knee,99.1
1778224319612,2026-05-08T07:11:59.612Z,left_knee,98.4
1778224319632,2026-05-08T07:11:59.632Z,left_knee,98.93
1778224319653,2026-05-08T07:11:59.653Z,left_knee,98.36
1778224319673,2026-05-08T07:11:59.673Z,left_knee,96.14
1778224319694,2026-05-08T07:11:59.694Z,left_knee,94.25
1778224319714,2026-05-08T07:11:59.714Z,left_knee,91.09
1778224319734,2026-05-08T07:11:59.734Z,left_knee,89.81
1778224319755,2026-05-08T07:11:59.755Z,left_knee,87.95
1778224319775,2026-05-08T07:11:59.775Z,left_knee,85.78
1778224319795,2026-05-08T07:11:59.795Z,left_knee,82.25
1778224319816,2026-05-08T07:11:59.816Z,left_knee,79.26
1778224319836,2026-05-08T07:11:59.836Z,left_knee,75.39
1778224319856,2026-05-08T07:11:59.856Z,left_knee,68.08
1778224319877,2026-05-08T07:11:59.877Z,left_knee,65.1
1778224319897,2026-05-08T07:11:59.897Z,left_knee,60.76
1778224319918,2026-05-08T07:11:59.918Z,left_knee,53.76
1778224319938,2026-05-08T07:11:59.938Z,left_knee,49.13
1778224319958,2026-05-08T07:11:59.958Z,left_knee,41.94
1778224319979,2026-05-08T07:11:59.979Z,left_knee,36.56
1778224319999,2026-05-08T07:11:59.999Z,left_knee,31.63
1778224320020,2026-05-08T07:12:00.020Z,left_knee,25.68
1778224320040,2026-05-08T07:12:00.040Z,left_knee,19.1
1778224320060,2026-05-08T07:12:00.060Z,left_knee,15.15
1778224320080,2026-05-08T07:12:00.080Z,left_knee,5.77
1778224320101,2026-05-08T07:12:00.101Z,left_knee,0.32
1778224320121,2026-05-08T07:12:00.121Z,left_knee,4.81
